Name,Content,Type
A7125,Great customer service Went above and beyond on my order Fast shipping  competitive pricing Very high quality print on sweaters Thank you and I will be ordering again,T Shirt Elephant
A7126,We recently bought and named our boat and wanted to design our own sweatshirts with the boat name The process was very easy and the sweatshirts were amazing Cant wait to be using them on the boat,T Shirt Elephant
A7127,I have used T Shirt Elephant for the past 3 years for an annual event They are incredibly customer focused and responsive Their online store works flawlessly and they truly care that the customer gets what they want  when they need it,T Shirt Elephant
A7128,the sweater and print was all good and i love it the only problem is the color of the sweater was different then expected online it was safety green hoodie but when i received it  it was more like a highlighter yellow i still like it  its just eh at first bc i was expecting the color online,T Shirt Elephant
A7129,Great company Great product The sweatshirts made awesome staff gifts for Christmas Thank you again  So glad I DIDNT go with amazon,T Shirt Elephant
A7130,"I am not happy at all The first shipment arrived with no logos on the shirts I was guaranteed the shirts would be printed and arrive the first week of September and they may arrive on the 11th 
I have been offered a 10 refund  but this is not acceptable 

Pat Larre",T Shirt Elephant
A7131,Ordered customized quarter zips Great price and fast delivery Customer service is super responsive Highly recommend for bulk orders  custom designs  for school clubs and teams,T Shirt Elephant
A7132,Great website to design my product Helpful staff Small error on one of the shirts and the staff quickly and without hassle sent a corrected product Very friendly I will be ordering again from TSE,T Shirt Elephant
A7133,I had a great experience designing my custom hoodie using T Shirt Elephant The pricing was good and the delivery was quick I will definitely use them again for my next custom design project,T Shirt Elephant
A7134,Ordered polo shirts for my bowlers online and they were everything I hoped for I was very happy with the service Definitely will order from T Shirt Elephant again,T Shirt Elephant
A7135,Our package got stolen and they are less than cooperative in helping us get replacement shirts Some of the worst customer service Ive seen so far and its hard to get a hold of them Dont make the same error we did and get your business somewhere else,T Shirt Elephant
A7136,aka has marketing aka sterling screen printing 6+ years working with screen printers and have never experienced such a poorly managed company  they have been holding our goods hostage for over two months no one will respond to you  via phone or email sent couriers direct to get our goods from them  refused to give them to us save yourself a gigantic  months long  unmistakable headache and go elsewhere,T Shirt Elephant
A7137,"Was quite disappointed with the service here as I did not receive any notifications that my order arrived and had to follow up with an email for them to respond that they were sorry I didnt get an email and told me my order was ready At pickup  I was instructed to go through a side door and I walked through the door to find an incredibly filthy factory and had to ask some random guy standing around nearby to get my order 

In terms of the quality of the product  it was to my satisfaction and no complaints but wholistically factoring in their lack of customer satisfaction  I probably wont order here again",T Shirt Elephant
A7138,"This was one of the worest experiences of my online purchasing experiences 

No sample sizes given and no actual photos of the product on the website only computer generated ones 

Printing was done wrong several times wrong colour  missing our logo 

It took over a month to rectifiy the situation and during that time the initial sales person either quite or was let go At this point I was unable to get a hold of anyone via phone I was told only e mail communication woud be permitted 

There are other Canadian online options that are available that I would recommend using over this company 

Unsatisfied and an overall very disappointing expereince I would NOT recommend using this company if you want the job done right",T Shirt Elephant
A7139,Product is good quality and pricing was reasonable Could work on their communication a bit They were supposed to send an email when it was finished but I never received one The product just showed up one day,T Shirt Elephant
A7140,While I was really happy with how the purchase hat looked  the hat itself is super uncomfortable  so much so that it is unwearable I raised this with customer service and they offered a 10 discount on my next purchase I think replacing the hat would have been more appropriate Unfortunately  after spending  46 on a hat and it being unwearable  I dont expect to purchase from them again,T Shirt Elephant
A7141,"It was my first time ordering custom printed t shirt Im very satisfied with the quality and the whole process 

Will order from them for now on",T Shirt Elephant
A7142,Quick service  good selection of product  accommodating customer service  theyve done well for us I just wish they had a wider selection of ink colors for some of the printing  didnt quite match up with our logo colors,T Shirt Elephant
A7143,The shape of some of the t shirts didnt fit at all even though it was the same size as the other the rest Poor quality product  no exchange possible  no refound  had to wait about two months before receiving my order,T Shirt Elephant
A7144,Managing an online store through T Shirt Elephant has been amazing  their efficient and knowledgeable staff are prompt to respond to any requests  leaving minimal work for the requesting organisation If you are looking for a seamless process ordering merchandise or beginning an online store for your business  I highly recommend T Shirt Elephant,T Shirt Elephant
A7145,I placed my order on May 27th with a projected delivery date of June 14th My item wasnt even shipped until June 18th and the Canada Post tracking is estimating that my order will not arrive until the 9th of July I can get shipment faster from overseas,T Shirt Elephant
A7146,Graphics were well printed  clear & with precision ATC womens t shirt was excellent quality cotton Overall  I was very satisfied I will definitely use T shirt Elephant again,T Shirt Elephant
A7147,I have ordered twice from T Shirt Elephant and i have been very happy with both orders  shirts come printed the way I imagined and hoped for and they usually ship very quick especially within Canada  will be ordering more from them for sure,T Shirt Elephant
A7148,Just got my shirts in the mail The print is amazing however  the XL shirt was obviously smaller than the medium shirt it looked like a small  Emailed customer service and since the shirts werent personalized  Im out of luck The solution suggested by customer service was give the medium to the person who fits into a XL and the small XL to the person who wears medium Yes  because someone who needs an XL can wear a medium size shirt,T Shirt Elephant
A7149,"I wish I could rant and rave about the service I received however I cant 
I would like to support Canadian Business as well as some of the other reviewers however I work in Customer Service and this company does not have it 

I sent several emails and left 2 voicemails with no response It felt like the company was saying we dont need your money 

I see that many people got great service however my order fell through the cracks and would not recommend t shirt elephant",T Shirt Elephant
A7150,Great customer service and a great product which allowed for lots of creative  individual touches at a good price I was given a estimated arrival date for my order which was unfortunately not accurate However when I emailed to inquire about the delay  they rushed the order to me Thank you,T Shirt Elephant
A7151,"Product was decent  website not a great experience 

The confirmation email with size and numbering info was formatted in a way that obscured an error I would have caught had it displayed properly 

Ended up with 2 useless jerseys  partly my fault  partly theirs Very annoying",T Shirt Elephant
A7152,Ordered 30 shirts 16 hats Shirts the distress effects was much worse than the website made it look Hats arrived 3 weeks after shirts Was lied to about the status of hats they said UPS error originally Will not use them again,T Shirt Elephant
A7153,I ordered some hats at first to see if they were any good  but when the hats showed up I was very disappointed I had No Rest screen printed on the hats  and all except 2 were printed noticeably off center And on one of the hats the e was just a mess that didnt even look like a letter I gave them a second chance and ordered some shirts  but again the screwed up The design was again off center and even lopsided on some shirts,T Shirt Elephant
A7154,I had a pretty detailed print made on a hoodie It was pretty bad  I was expecting better shipping is fast not impressed with the product however,T Shirt Elephant
A7155,Not fast at all It has taken 20+ days for 2 tank tops that have a design they already had on file from my purchase last year and I still havent even got a shipping message yet,T Shirt Elephant
A7156,Ordered zippered hoodies Smaller sizes are good fit but the x large hoodie is very baggy in the body Material is great and the hoodie itself is very warm I would order a large hoodie in hindsight but am concerned about the arm length,T Shirt Elephant
A7157,Made my order of 10 hoodies with prints on the back  front & sleeves The material they used was so garbage that out of the box the print was already all cracked on the sleeves I own several different hoodies and these guys by far have the cheapest material Not flexible Still waiting from a response from Jason Staff seems to be ok,T Shirt Elephant
A7158,My wife and I have been looking for years for a specific hat Since her birthday was coming up  I decided that since I couldnt find the hat she wanted  Id have one custom printed The quality was great and my Wife absolutely loves her new hat,T Shirt Elephant
A7159,This place is a scam I ordered embroidered polos  they came very late  and were not embroidered When I contacted them they first told me I must have ordered this wrong because you have to call in to order embroidered polos Then she said she double checked and they do not offer embroidered polos I went back on the website to double check I triple checked I checked for the fourth time Yes  this website is telling me I am ordering embroidered polos When I go to the check out it states embroidered polos I got the run around from 3 different emails who all ended up being the same woman in the end  and I sent screenshots of what the website was showing me the woman just kept asked for more screenshots I mean its your own site  look for yourself SCAM,T Shirt Elephant
A7160,Easy transaction  super fast service Only down side  the t shirts were bigger than expected Maybe a grading ought to be included in the item description,T Shirt Elephant
A7161,We are very pleased with the quality of T shirt used The process from ordering to shipping was very quick Thank you for the great service,T Shirt Elephant
A7162,Incredibly fast from computer to doorstep  easy designing online  very great price level  and excellent feedback when i emailed their customer service Love the sweaters and will definitely be using t shirt elephant again soon,T Shirt Elephant
A7163,I ordered some shirts for my store  the website it pretty user friendly  but when my shirts arrived they were REALLY small  Im not sure who they are going to fit???? they are SO small I normally were a medium and the XL fits me Very Disappointing,T Shirt Elephant
A7164,Dont waste your time or money Zero customer service Waited over a month for nothing to show up No updates or anything either,T Shirt Elephant
A7165,Excellent clothing company Order arrived on time  and did not take very long High quality hoodie and excellent design Overall satisfied with my order,T Shirt Elephant
A7166,I order merchandise for my cannabis company regularly from T Shirt Elephant  we order toques  and hoodies and they always come out perfect Love ordering from these guys,T Shirt Elephant
A7167,Had an excellent experience with the customer service site of Tshirt Elephant I had a serious of super prompt and helpful interactions while working on resolving an issue I was experiencing Tshirt quality itself is good too I would highly recommend using this company,T Shirt Elephant
A7168,I purchased 3 shirts  im very happy with quality of shirt and the writing on back looks amazing  Undortanatly my logo looks horrible and very old and worn out  Sad to say i dont think ill be a returning customer as it looks as if i have had it for years now  I thought with the price and reviews they would have came out much better,T Shirt Elephant
A7169,SO HAPPY WITH MY SWEATSHIRT For Christmas I wanted to give unique sweaters to my family with different images I was nervous that the images may come out blurry  but they were so nice and clear  even the writing came out clear Just a note that Large is large ;,T Shirt Elephant
A7170,I am very happy with my order The quality of the T Shirts is excellent Ordered on a Sunday afternoon  and it arrived a week later,T Shirt Elephant
A7171,Well in short  my experience with T Shirt Elephant was an absolute breeze  it could not have gone any better I was able to work with the same agent with all communication  and she knew exactly what I needed I was able to go in to their office and try on a range of shirts and pick out the one I liked best Easy Peasy,T Shirt Elephant
A7172,Wow In a word? Outstanding Quality of cotton tees excellent Super thick Resolution on graphics superb  I used good sized png art files per a web forum recommendation  Came out great And shipped in less than two weeks Ill be doing this again Thanks  T Shirt Elephant,T Shirt Elephant
A7173,Ordered a t shirt almost 3 weeks ago  and I have yet to receive it or see any trace of it Whenever i asked about it Ive only been told they dont have any more information 45  down the toilet thanks T shirt elephant,T Shirt Elephant
A7174,Not impressed with the print quality ordered two of a graphic and while they are not awful  the prints look like a spray stencil thatll likely fall apart in the first wash I would potentially make a sample again as delivery was quite fast,T Shirt Elephant
A7175,Pleased with the product and a very fast turnaround from the date the order was placed to the order arriving Jason was available when needed and always responded quickly Thanks team,T Shirt Elephant
A7176,"I ordered a tshirt for my boyfriend  a medium Gildan shirt is actually fairly large The white print on it was also very patchy  with numerous tiny holes that let you see the black shirt underneath Furthermore  the print did not reach to the edges of the shirt like it was displayed on the computer 
This design was actually a duplicate I made for my boyfriend as the one I got him last year from pmall was starting to show wear and tear I will not be buying a shirt from here again  go to pmall  its cheaper and ready in a few moments no need to pay for shipping",T Shirt Elephant
A7177,"A huge thank you to everyone at T shirt Elephant Ill definitely be coming back with future jobs Thank you so much for the quick turnaround and your professionalism These shirts are going to sell like hot cakes  And will be raising funds for my friends family He lost his life during a special effects test Warren Appleby was a stand up guy and amazing boss  The Special effects and film family has lost a great leader these shirts are going to help the healing in our close knit community I have perma smile on my face right now
Thank you",T Shirt Elephant
A7178,"I received the jersey prints for our team and they arrived very quickly  The printing on them is great quality and the jerseys are also high quality 

Definitely recommend t shirt elephant",T Shirt Elephant
A7179,Awesome customer service  great prices Shirts came in under budget and almost a week sooner than promised I will happily use T Shirt Elephant again for our next event,T Shirt Elephant
A7180,Really good quality items I had a bit of a hard time getting the design to fit in their dimensions because the website is clunky and confusing I gave feedback about this  But once I received my items  and in record time  I was so pleased Will definitely be back for more Thanks,T Shirt Elephant
A7181,Excellent experience  great product  Im wearing my shirt right now Its so soft and fits perfectly It shipped quickly and I received it just yesterday Thanks guys and keep up the great work,T Shirt Elephant
A7182,This company punishes people with their unfair cancellation policy I totally understand that business moves fast today  but I find it hard to believe that ink to shirt occurred in less than 5 minutes Very disappointed that I was given no consideration and simply told tough Stay away unless youre perfect,T Shirt Elephant
A7183,I wish I could give them less starts I have tried to contact them multiple times about a botched order,T Shirt Elephant
A7184,This place doesnt reply to emails/phone msgs If you have a good experience all is well if you have a bad experience they tell u to shove it Ordered ball shirts  numbers on the back were the wrong colour  2 showed up with no numbers at all and when the FINALLY answered back they said too bad so sad You are taking a chance with this place if you order from them Also pay attention to the negative reviews and they are Canadas leading option as they claim lmao,T Shirt Elephant
A7185,Amazing Customer Service  a lot of attention to details Easy to use website  High Quality products Quick Delivery Will defiantly be only using T Shirt Elephant from now on Thank you Team,T Shirt Elephant
A7186,The new embroidered new era snap back caps were done nicely  and the shirt order were good quality Ordering from a few provinces over  the turn around was only a couple weeks Thanks T Shirt Elephant,T Shirt Elephant
A7187,print quality is good however shirt sizes run quite small; there was an error on 2 shirts of 4 that I ordered; they offered to reprint and when I asked to have them printed on a size larger they couldnt accommodate; seems kind of silly when you are trying to correct a problem,T Shirt Elephant
A7188,I decided to try out T Shirt Elephant for my schools spirt wear and when the order came in I was amazed with the quality of the long sleeves and sweaters The quality came out 100 times better then we ever imagined I definitely recommend this company,T Shirt Elephant
A7189,The order came on time despite I made a mistake on the address They managed to change it on time and I got a pretty awesome quality t shirt the quality was beyond expectation  no visible pixels or anything like it,T Shirt Elephant
A7190,I had five t shirts made for my grown kids I hate to admit this but they were used in the making of t shirt quilts There were missing shirts representing events in their lives  especially my daughter who never keeps anything It was so easy to use the website  even for a 70 year old I was able to save and upload images from the web  eg my sons high school logo and size the words and images to fit the 12x12 requirement for the quilt They arrived more than a week before I was expecting them and they were beautiful  I couldnt believe how a crest I uploaded was so perfectly reproduced It was so hard to have to cut them for the quilt but now that I realize how easy they are to make and how well they turn out  I will be making some to actually be worn,T Shirt Elephant
A7191,"Easy  fast and affordable 

My main criticism would be that the design does not appear to be scaled on each t shirt Maybe it would be helpful to have a preview the design on small medium vs large or have an option to scale to fit the size of the shirt",T Shirt Elephant
A7192,The shirts I ordered are of a good quality and they arrived when expected They fit a bit larger than I hoped I am happy with the experience thus far,T Shirt Elephant
A7193,"took them 3 weeks to tell me they couldnt copyright make my project

Hi James  sorry  we cannot print copyrighted Visual Content or IP that does not",T Shirt Elephant
A7194,"Please make sure to include The Youth size on the same line as the size 
As  I had made a very costly mistake selecting XL thinking it was adult size  I dont know how I made that mistake but it was done Now I have a wonderful youth size XL hoodie that cost me 100  Thank You",T Shirt Elephant
A7195,I order a long white sleeve shirt with a custom design I made on it  upon receiving it it did not have the design on it  it what just the blank shirt without the design on it If someone is reading this I would like to either have a refund or the design that I asked for put on the shirt please,T Shirt Elephant
A7196,Not impressed at all I paid  50 00 for a tshirt that was really poor quality I didnt expect extremely high end  but this was a light grey tshirt that was very see through The tshirt also had a smell to it  I dont know if it was the ink from the logo but I wasnt impressed at all I will try to find another company going forward,T Shirt Elephant
A7197,Hoodie came out great My friend says its super comfy and she loves the yellow colour Customer service was great at answering questions I had,T Shirt Elephant
A7198,"Impossible to contact this company Send emails  no response Leave voicemail  no response 

Just needing some basic customer service",T Shirt Elephant
A7199,This order was received in a timely fashion and everyone likes them I made a mistake in some numbers for sizes and T Elephant has been wonderful in helping me get them on time Rebecca has been wonderful in walking me through what I had to do,T Shirt Elephant
A7200,Great service Created our shirts online using Elephants software and got them quicker than date quoted Definitely will use again,T Shirt Elephant
A7201,ordered a crewneck and hoodie and the quality is great and the shipping was SO fast i will definitely order again from t shirt elephant in the future,T Shirt Elephant
A7202,Great options  great service  super fast turn around and product exactly as ordered Missing a star as the images impressed on the t shirt are creased and wrinkled due to shipping More careful folding could have mitigated this Thanks,T Shirt Elephant
A7203,Great quality with awesome customer service Ordered shirts for a fundraiser for my young niece diagnosed with AML and they delivered without any worry and even arrived earlier than expected Thank you so much Will be sure to recommend to others,T Shirt Elephant
A7204,I was impressed that staff contacted us for a higher resolution photo and that they edited the background from the photo I sent so it worked better on the clothing I ordered The clothes are high quality and shipment was fast,T Shirt Elephant
A7205,"I ordered some t shirts for my apparel brand samples Musclechino 
T Shirt Elephant were fast on the delivery Plus the shirts turn out amazing 

Thanks
Musclechino and The Condo Trainer",T Shirt Elephant
A7206,"Customer service gives courteous responses but dont actually do anything  I was advised my order was rush delivery guaranteed Wednesday June 6th  did not show up They then advised no worries will for sure ship out today It did not 

They then said they apopologize and will Ship out Thursday It did not 

And then on friday no one is available to chat  email or take a phone call  absolutely unacceptable and my order is useless since I needed it before the end of this week Terrible service  would avoid at all costs",T Shirt Elephant
A7207,Second time using them  excellent prints My wife couldnt have been happier with her new hoodies Easy to use  solid selection  fair pricing,T Shirt Elephant
A7208,Their screen printing wears off over time and the customer service is absolutely terrible They forgot to send a shirt and I was told they would make another and send it 6 months later havent heard a word from them and havent received the shirt,T Shirt Elephant
A7209,"Terrible customer service I placed an order in early August which was expected to arrive by September 9th By the 16th I still hadnt received anything so I contacted the company They told me that it was going to print immediately meaning they completely forgot my order and was rushing to get it done now after nearly a month of waiting  and that I would have it by the following Tuesday Well the following Tuesday came and went and nothing received 

Eventually cancelled my order with nothing received",T Shirt Elephant
A7210,I needed 500 neon tank tops turned around quickly for a weird party I was throwing and the Elephant got me them very quickly and for a better price than anywhere I could find online or in the city I just got my order and the shirts look great,T Shirt Elephant
A7211,"I ordered 4 prints on clothing there with 2 different graphics On the website you can size and move the graphic to be appealing 

First 5 weeks after ordering  still no news The provided ETA by the company overdue I write them and a week later it arrived 

Then 
Its a very cheap iron on print 
They used one of the graphics on all of the pieces of clothing Not the second one 
And to make it super cheap and easy for them they used the same size for all of them 
Completely ignoring the provided design from their design website
This looks horrible 
I also chose a  used washed out look for the graphics as it works well with the 80s look  but this was also not applied 

I wrote a mail to customer service that this is unacceptable work and they are not replying to me I remind them every week and Its been 3 weeks of them ignoring me 
And those 4 pieces of clothing cost me 200  and I got the cheapest laziest print 

UPDATE
After 4 weeks they got back to me  offering me to reprint the shirts with the wrong signature design They double checked with me that the sizing and placement was correct Which was a very pleasant interaction and lead to nice and correct shirts 
With the last experience I change my one star rating to two",T Shirt Elephant
A7212,Im so happy with the shirts I ordered Everyone was so professional and answered back to any concerns in a timely manner Thank you so much for everything I will definitely be using you guys again in the near future,T Shirt Elephant
A7213,I had a small order of 4 t shirts The interface to see the design on the t shirt before ordering was very helpful The turn around was quick And the t shirts took great,T Shirt Elephant
A7214,The quality of pants were great and the print came out amazing great colour as well but I dont know if I miss read the description of the track pants but even the cheapest tracks you buy at walmart have pockets and these one from T Shirt Elephant did not have any pockets Very disappointed about that,T Shirt Elephant
A7215,I ordered this t shirt well in advance of my event  and was told it would arrive by May 5th It is now May 12th  and it is apparently arriving on May 19th 3 days after my event Zero stars wasnt an option,T Shirt Elephant
A7216,I have been ordering for the last 4 years Always very pleased with finished product My crew love wearing the shirts,T Shirt Elephant
A7217,Order delayed and landed about a month late because of covid  the order was not a rush  Happy with the product  Hoodies and beanies  A bit more communication would have helped  just an update would have sufficed during the delay,T Shirt Elephant
A7218,"Products were great Customer service was excellent I needed the shirts very quickly and they came through for me I would definitely recommend their products and service 

Greg O",T Shirt Elephant
A7219,Ran out of one item offered a switch which they called a free upgrade to a completely different item with a lesser price point Missing items  items shipped werent ordered Contacted and only response was I approved the change My other concerns were not addressed at all,T Shirt Elephant
A7220,"The online API for making custom shirts is a complete mess
I spent a total of 3 hours for what shouldve taken 30 minutes  AND they got my order quantities and design specifications wrong",T Shirt Elephant
A7221,After receiving a poorly printed shirt and a wrong size shirt 0/2 I contacted the Elephant in the room They quickly reproduced the shirts correctly in size and quality Satisfied customer now,T Shirt Elephant
A7222,Shirts were as ordered  at a fair price given that theyre custom Id order again,T Shirt Elephant
A7223,price was awesome  order came in time  picture quality was awesome and they even went through the trouble to improve the resolution on our image when it was too low Sweaters look awesome an are super comfy,T Shirt Elephant
A7224,This place is ridiculous and has the WORST customer service I have ever encountered Ordered a shirt in April and still havent received it They havent even shipped it  even though it should have been shipped weeks ago They wont even respond to my emails anymore Avoid this company at all costs,T Shirt Elephant
A7225,This is my second time using T shirt Elephant and I am not only impressed with the easy to use software but the quality of the shirts good pricing  good shipping  will be using again,T Shirt Elephant
A7226,Customer service is a little hit or miss But after several attempts the response once good once initiated Paid for express service and that was received,T Shirt Elephant
A7227,Custom T Shirt looks really nice Medium fits allot smaller than the average size M  Company were unwilling to adjust or help out,T Shirt Elephant
A7228,My first experience was better than expected same as the quality of my tshirts The only thing is that it runs way to big for the size Other than that it was great from designing it to delivery,T Shirt Elephant
A7229,Terrible service Order may 20th and still havent recieved my item Asked for rush they said no I get no status updates on my order and I finally got that it shipped June 5th Still havent gotten it The mail service is not that behind as Ive gotten things from other places that I ordered later But apparently theres no tracking info Will no order again,T Shirt Elephant
A7230,Just would like to add they were fast to respond  confirm technical details  reassure delivery before our event and stand behind they products quality and replace if necessary  Very Happy,T Shirt Elephant
A7231,Ordered in November  this was a replacement and printed incorrectly for the second time Missing orders and no reply from emails since early December Great products when printed correctly but lacking customer service and communication,T Shirt Elephant
A7232,I use T Shirt elephant for all my projects Great quality sweatshirts  great quality printing and great customer service Thanks for always making my vision come to life,T Shirt Elephant
A7233,Okay  so I live on Canadas west coast & the shirts get shipped to me from somewhere in Vancouver I think  and anyways  they took ONE DAY to get to me ONE DAY Ive literally never had anything delivered that fast Anyways  Im just super stoked & pleasantly surprised  so THANK YOU,T Shirt Elephant
A7234,"Just got my shirts and they look good and fit well 

The screen printing came out crisp just like I ordered 

I would order from here again",T Shirt Elephant
A7235,I love the clothing options and the control the site gives you over the final product It leaves no doubt about whats going to be made The final product in my case direct to clothing printing on cotton was fantastic,T Shirt Elephant
A7236,Made an order and two weeks later I got an email asking me to change the product because it was sold out A week later  a new email for the same reason Took forever to get my order Pretty satisfied with the quality though,T Shirt Elephant
A7237,Absolutely brutal service Had an issue with a product the company said they would fix then nothing happened and cant get any further response Such bad business,T Shirt Elephant
A7238,The tshirt I ordered wasnt available so I was contacted and offered an alternative that I am incredibly satisfied with I was taken care promptly and I would do business with the company again in a heartbeat,T Shirt Elephant
A7239,"Excellent costumer service 

I had a problem with my order and when I told them  they sent me a 15 code with which to be honest I wasnt really happy with The thing is that when I bought another shirt  they sent me a second one for free and this was the absolute best thing ever 

Excellent compagny",T Shirt Elephant
A7240,Website easy to use  price reasonable  and the ability to order just one shirt was nice Just wish the quality of the shirt itself was better  not a nice soft cotton,T Shirt Elephant
A7241,Ordered a gardening apron in denim for my daughter in law It is well made and the personalization looks amazing Would definitely recommend,T Shirt Elephant
A7242,After a small delay due to a printer problem from a power outage it was shipped out and arrived sooner than expected Pleased with the product and definitely plan to order again some day,T Shirt Elephant
A7243,Good products  you exactly get what you order Great and quick responses by customer service Design wasnt as good as I thought it would be but It might be because of the pictures I uploaded werent very good quality Overall I would order again,T Shirt Elephant
A7244,Initially I was going to give the place one star because the placement of our design was incorrect However after getting a hold of the team  they rush ordered more shirts in the same colour  even resized them because some were too small  re printed them asap and ensured the placement was where we wanted I know it can be hard to get a hold of customer service but they just moved and are settling in  so if you live in the GTA  it might be worth it to visit their north york location Raitherm Rd,T Shirt Elephant
A7245,Shorts ordered but the mesh fabric makes them almost transparent Contacted customer services and they told me there is nothing they can do based on their return policy,T Shirt Elephant
A7246,"Great price  great product They promised we would have our shirts in before our race and they absolutely delivered

Wouldnt hesitate to buy from again 

Thanks for everything",T Shirt Elephant
A7247,I had a rather complicated design that needed to go on dry fit style shirts and I asked a few other companies if they can do it Everyone but this company said no They were championship shirts for a bunch of kids who did something amazing Thank you so much for making it happen,T Shirt Elephant
A7248,Great company I was easily able to design my own product  and the shipping was QUICK Im a teacher  and needed apparel for my school programs I would highly recommend this company to schools in need of t shirts/hoodies,T Shirt Elephant
A7249,extremely high quality work This is my third order with them as of this review Outstanding work if I say so myself Highly recommended if youre into making some designs for yourself or to sell,T Shirt Elephant
A7250,Its a great cheap custom printing site If you are looking for a super small order less than 6 they definitely do that which can be hard to find and if you want bigger than its even cheaper and delivery was like a weak early which was just great,T Shirt Elephant
A7251,"Products shipped quickly as was very impressed with the quality of the items 
One of the designs ordered was out of stock  but I was quickly contacted by them and the issue was resolved",T Shirt Elephant
A7252,The customer service is very rude and bad in service and answering calls about the placed order it took more then 60 days to delivered the products ordered and prepaid But the quality and workmanship is good,T Shirt Elephant
A7253,Website is great  very easy to use  easy to upload your own images I wasnt super impressed with the accuracy of the stitching on the hats i ordered Very expensive at  65 a hat  so I expected more I guess,T Shirt Elephant
A7254,Although we were missing one shirt when they were delivered  Chris was quick to remedy the situation and shipped the missing shirt express I would definitely recommend them to anyone looking for custom printing,T Shirt Elephant
A7255,Once ordered two hoodies that were not as good as I expected  I wrote to them  they were super cooperative and shipped me good ones without charging anything more Great customer service and great quality,T Shirt Elephant
A7256,Ive used T Shirt Elephant for many years and have always been blown away with the service and quality of each of my orders I would highly recommend them to anyone and everyone,T Shirt Elephant
A7257,Jason answered all of my questions in a timely manner and was there to help me every step of the way with my order We love our tees,T Shirt Elephant
A7258,The biggest mistake Ive made in business so far  was trusting this company with mine They promised the world initially  but  might be good  but at the cost of poor quality and terrible customer service I hope anyones experience with this company is better than mine  but I would recommend you look elsewhere,T Shirt Elephant
A7259,I designed a hoodie for my boyfriend and he was really happy I was satisfied with the work too The hoodie is good and warm material and design was exactly what I wanted it to be Thank you,T Shirt Elephant
A7260,"Would give them zero stars if I could Ordered shirts  they took 2 weeks longer than expected  and there is no one operating the company Tried contacting them to seek help  zero response 
DO NOT USE THIS COMPANY Not even sure if they still exist",T Shirt Elephant
A7261,I have shamelessly bought my entire t shirt collection from T Shirt Elephant I cant get enough of the unique designs Will wholeheartedly recommend it to anyone and everyone,T Shirt Elephant
A7262,Ordered tshirts for my bachelor party and they turned out great The ordering process was very easy especially putting names on the back Tshirts came on time  boys looked epic in the shirts,T Shirt Elephant
A7263,BEWARE They will hold you hostage even if you try to cancel your order 15 minutes after you placed it I wish I could give this place 0 stars Save your money and go to your local promotional supplier instead Low quality work from low quality people They ruined Christmas for my team,T Shirt Elephant
A7264,My shirt arrived and I love it Its big on me but thats my own fault because I think Im bigger than what I actually am lol Would definitely order again,T Shirt Elephant
A7265,We ordered merch and they printed it wrong They are holding our money hostage and they will not pay us back,T Shirt Elephant
A7266,"The worst quality shirts I have ever gotten Customer service refused to fix the problem and has purposely pushed communication so that she can clock out and go home for the day Extremely unprofessional company and terrible products 
This needs to be fixed",T Shirt Elephant
A7267,"Great products  fast shipping  great customer service 
Had an issue with a couple of sweaters in my order  they re printed them and sent them out to me very quickly",T Shirt Elephant
A7268,Not at all service friendly Very unsatisfied with product Faulty t shirt Picture came off after one washing The entire picture crazed Looks terrible  unable to wear Cheap product Never again purchase from this company,T Shirt Elephant
A7269,Printed out the exact shirt I wanted  which was pleasing As well it was shipped out quite fast Overall Elephant T Shirtis a good company for a good price,T Shirt Elephant
A7270,Was a little disappointed in the design process I was hoping for embroidery on the jacket I ordered but it came with a heat press Product was fine but there was a lack of communication and execution of process,T Shirt Elephant
A7271,Great quality  easy to design online and fast and free shipping Ive compared many companies for my custom apparel needs and this one is by far the best,T Shirt Elephant
A7272,I was hesitant to use this service due to several negative reviews  however I was extremely happy with the price  quality  and speed of my order I didnt receive a shipping confirmation  so the package was a bit of a surprise  but other than that everything was great,T Shirt Elephant
A7273,After hours of combing the internet and comparing many quotes these guys are always competitively priced Ive placed several tshirts/hoodie/hat orders with them now and I have consistently been impressed with quality  speed and customer service,T Shirt Elephant
A7274,I ordered merchandise and it was printed wrong My money is being held hostage and they are refusing to reimburse me,T Shirt Elephant
A7275,Product itself was good but shipped a week later than stated when purchasing without any notice Customer service was short  unclear  and unfriendly from first interaction on,T Shirt Elephant
A7276,Very professional and accurate Order was affordable and arrived promptly withing the expected shipment time I recommend T Shirt Elephant to all my friends,T Shirt Elephant
A7277,So user friendly  creative  fun  efficient  fair pricing and hyper fast delivery they announced 4 weeks and it took only one Very happy with the result  almost exactly as shown on the computer  which matters most Ill be back for more  thats a fact,T Shirt Elephant
A7278,Really disappointed with my order Ordered an XL as a gift and when it came it barely fit a medium Sizing chart wasnt something I found during my order Even then I expect an XL to at least be close to fitting but its tiny Ill be looking somewhere else for my custom work,T Shirt Elephant
A7279,Great customer service  great people  great product Highly recommend for your custom t shirt needs Online t shirt creator really easy to use,T Shirt Elephant
A7280,Ordered a hoodie for my son Love the quality of hoodie and they delivered it to us because they were a day late on order Great customer service and quality as well as price,T Shirt Elephant
A7281,Sadly  my order was delivered a lot later than it shouldve been  and was extremely expensive  but the end result was a product that was exactly as I had desired Im enjoy wearing it,T Shirt Elephant
