Name,Content,Type
A1858,Had a great experience at InstaCustoms I designed my own drawing and wanted to have it printed onto some hoodies  one of the workers there Ruth was very helpful She scanned  edited and made sure all the small details come out perfectly Really appreciate the service here  will definitely come back,InstaCustoms
A1859,They took the time to address any concerns I had and they even delivered my package directly to me since I wasnt too far so I wouldnt have to worry about delivery breaking or delays These guys are very awesome and make sure the product you want is exactly what you want Ill buy again,InstaCustoms
A1860,The best service in montreal The image quality is implacable and it was so quick literally took 10 minutes Nhu was super sweet and talented  she did exactly what I asked her to do 100 recommended,InstaCustoms
A1861,"Exceptional service with extremely savvy advice Friendly and fast What else could you ask for any promotional or not needs 
Alisons advice was spot on and all the personnel goes out of its way to ensure that you have a positive experience Thank you guys Looking forward to keep on working with you",InstaCustoms
A1862,Great service Kaitlin made setting up my order easy And  I didnt expect same day availabilty so that was a bonus,InstaCustoms
A1863,Great service Terence was very polite and efficient Definitely will be back,InstaCustoms
A1864,Great selection of shirts and options for customization Ming was an awesome help either everything I needed and now Im set for Halloween Couldnt recommend more,InstaCustoms
A1865,Really satisfied with the quality of their products and customer service  Ming was very helpful and got my order done very quickly  100 recommend this place,InstaCustoms
A1866,Very efficient service Thanks Shaun for the hard work,InstaCustoms
A1867,Very nice service from Junaed,InstaCustoms
A1868,Ming was super helpful,InstaCustoms
A1869,This place is good and there work is excellent Shaun is a great guy to deal with,InstaCustoms
A1870,Great service and customer experience  quickly modified custom photo for several shirts Shout out to Danny and Sarah for their help on these two orders Thanks to Brudder for those who know  know for the ads leading me to InstaCustoms,InstaCustoms
A1871,Great in store experience Staff is very friendly  thank you Kaitlin for the amazing work youve done D My prints turned out exactly how I wanted,InstaCustoms
A1872,Junaed Great service Most go,InstaCustoms
A1873,I always come to InstaCustoms and am always very satisfied with the service The quality of the print and hoodies is always great 10000 recommend,InstaCustoms
A1874,Aiden helped me get some great gifts so quickly So happy with the look of their mugs and printed shirts,InstaCustoms
A1875,Sarah was really helpful and helped us assemble our design Very satisfied with the final product   Will definitely come again,InstaCustoms
A1876,Service on point Ming took time for my design and asked me at every step if it was okay Loved it I highly recommend,InstaCustoms
A1877,Shaun has been really helpful Loved the quality,InstaCustoms
A1878,I went to InstaCustoms to get a hat printed last minute The staff were incredibly helpful and did a great job Ruth helped me create the artwork and I am very happy with the result Great shop and great staff,InstaCustoms
A1879,Aidan helped me today Hes been great Thank you very much I love my t shirt,InstaCustoms
A1880,Wicked service They gave detailed descriptions of quality and process And were helpful with suggestions for best outcome Had gotten home and noticed the photo transfer had a small defect on the corners  when I emailed they were more than happy to invite me back to fix it I definitely suggest checking out the place,InstaCustoms
A1881,Sarah did a print on a t shirt for us  just as we wanted for a costume It looked amazing  it is even better than what we were expecting I really recommend this place for any prints on clothing that you need,InstaCustoms
A1882,As noted by another reviewer  InstaCustoms offers  5 off to customers in exchange for 5 star reviews on Google I dont believe this is ethical,InstaCustoms
A1883,Its my first time here but I loved the service plus the quality of the tshirt and design I got  I was helped by Sarah  she understood what I was exactly looking for,InstaCustoms
A1884,This store is sick ming was super cool and everyone is really Respectful  if you need high quality prints that look n feel great come here I would definitely recommend,InstaCustoms
A1885,Amazing service above and beyond expectations Within minutes of ordering online I received a call asking if I would like to pick my order up at a location closer to home  Ive never heard of any place offering something like this  especially without me even asking Special thanks to Nick for making the process so easy,InstaCustoms
A1886,I went to do a print on a hoodie and Hannah was really helpful and provided great service,InstaCustoms
A1887,The website was very easy to use and prices were good I made my order on a Friday night and it was delivered that Sunday Amazing customer service and great quality products I will definitely be ordering again,InstaCustoms
A1888,Ming did a really good job and he helped me out with design selections overall it was a really wonderful experience great service Thank you,InstaCustoms
A1889,I discover this place and I swear is by far the nicest quality for a cheap deal And the staff are super Nice especially Kaitlin Thanks guys I will defenitely comming back Dara,InstaCustoms
A1890,Pastor was most helpful and friendly  highly highly recommand it  theyre awesome,InstaCustoms
A1891,Excellent service by Marie Anne,InstaCustoms
A1892,Normally I dont write reviews Instacustoms are the best in the market Dealing with them was very easy and service was 911  even better They did mugs for my 3 kids in 30 minutes and delivered to my office It was just as simple as sending them email with pictures and is done No back & forth about pictures formats  file size etc etc Hassle free experience Today I am doing more mugs for my daughters friend  Guess what on Sunday morning I have sent them the email and got a message at 11 am thats is Ready They are not only fast but Quality of their work is amazing I wish them prosperity and Growth,InstaCustoms
A1893,Its very quick and good quality The staff were extremely helpful and I would like to thank Marie Anne for the great service and input,InstaCustoms
A1894,Terence was extremely helpful in helping me pick the right mug  and the print was very quick I Recommend,InstaCustoms
A1895,Clean  fast  good quality  and the best part is the staff Maria helped me today  she was very kind and friendly  i was little bit lost how to customize my mug  but she helped me out a lot Every staff were very kind in this store as well as maria Will come again soon,InstaCustoms
A1896,Really bad experience with these guys They quoted me a price for a big quantity of mugs for my business When time to place the order  the owner started to ignore my calls and text messages He had the audacity to block me instead of being professional and answer my calls I knew he blocked me because when I tried calling with a different phone he answered and told me not to call him anymore and to call the store When I called the store  the other owner told me they cant honour the original quote they provided  even though I have it in writing This screws up all my plans and promises I made my clients Stay away from these guys VERY UNPROFESSIONAL,InstaCustoms
A1897,Awesome service Ming help me to customize a very nice mug with pictures for my girlfriend Very recommended,InstaCustoms
A1898,Very good service  they really took the time to help me I really recommend this store Thanks Ming for my shirt,InstaCustoms
A1899,Service is great and the staff there was super helpful trying their best to help me get my complicated order in S/o to Ming for his patience,InstaCustoms
A1900,I placed an order for a few mugs but did not notice there was an error in my design Nick from the shop noticed the mistake  called me  fixed the mistake  and printed a few extra mugs for me free of charge Excellent  quick  and caring service from this place,InstaCustoms
A1901,Theres no comparison for same day printing services in Montreal Ive used this company on multiple occasions and been satisfied every time Staff is very knowledgeable and accommodating and theres a variety of items that can printed upon Sure  its not as cheap as some other places but for the quality or the speed of service literally 15 minutes  its worth it,InstaCustoms
A1902,Nhu is very accommodating and she made sure Im satisfied with my order 10/10 I would definitely recommend this store and will come back Thank you again,InstaCustoms
A1903,Thanks so much great service Shaun,InstaCustoms
A1904,Had a FANTASTIC experience with all staff that helped with our order and are very happy with how our sweatshirts turned out They very kindly helped us rush order  worked with us to perfect our logo and were in touch frequently to ensure the order was to our liking Will definitely use InstaCustoms again and highly recommend to others needed custom apparel,InstaCustoms
A1905,MARIE ANNE was able to provide me with a good service She suggested I choose a font for my tshirt Nice play I recommend for a good and efficient service,InstaCustoms
A1906,Great place  really like the service and the final results They took the time to answer all my questions Even though I was a bit picky  the staff and owner were patient They even followed up a few days after delivery which was a nice touch by the owner Highly recommend,InstaCustoms
A1907,Sarah made me smile with a great t shirt,InstaCustoms
A1908,Great quality prints Great team  I had the pleasure to work with Ming to help me through out the print production,InstaCustoms
A1909,very friendly staff and very fast service Thanyou Aianna for making my day special with wonderful service,InstaCustoms
A1910,Amazing Ruth did such a great job on my two sweaters and the stuff was so loving and cute Been coming here since its opening Love it A must when it comes to custom printed t shirts and mugs,InstaCustoms
A1911,Excellent service Very patient and accommodating Ming and Pastor thank you so much,InstaCustoms
A1912,Really sharp service  the staff is super chill throught the process  especially Terence who made my two t shirts  thanks,InstaCustoms
A1913,Great service from Hannah,InstaCustoms
A1914,I had a great experience with Emma,InstaCustoms
A1915,The store is very nice  you have the possibility to choose a variety of items compared to other custom stores The quality of the print is nicer Its much fancier than just the transfer paper other custom stores offer Honestly the service is great and the online service is fast and easy to do You can choose designs on your own and bring them to life I loved ittt,InstaCustoms
A1916,The experience was amazing  I came looking for a price and I left with a few items thanks to the great service and the help I got from Ruth She was amazing and makes me want to comeback and use InstaCustoms for all the orders for my business,InstaCustoms
A1917,Dont be fooled by the ratings and reviews You can go check the place out yourself but dont go just because the ratings are high This place has a really good rating so I called to get some information I spoke with Nick  asked him several questions and was told to go check the website for all my questions To be honest  this is a very disappointing service If a customer walks into the store and asks some questions  would you tell him to go check on the website? Being busy with a lot of customer does not justify your inability to answer simple questions over the phone You could very well explain your situation such as I would love to answer your questions but I am currently really busy with other customers  so it would be best to look for these information on our website instead of Hey sir  go check our website All I am trying to convey is that the service I received was far from what the reviews say Maybe I wouldve gotten a better response if someone else answered the phone instead and you wouldve had an extra customer,InstaCustoms
A1918,Great service Good quality Thanks Shaun,InstaCustoms
A1919,Really nice t shirts served by junaed,InstaCustoms
A1920,Great place Workers are polite and helpful  was served by Ruth who did an awesome job on my order Hoodies are soft with a variety of colours to choose,InstaCustoms
A1921,Best place to costumize your tshirts Pastor in the front desk is very kind Thanks,InstaCustoms
A1923,Alissa was very patient  professional and kind She went the extra mile to make my loved one have the perfect custom gift Will be back for sure,InstaCustoms
A1924,Really good place Desmond was so nice and help us with our gift Totally recommended,InstaCustoms
A1925,Pastor  thank you for the service very fast and high quality,InstaCustoms
A1926,Marie Anne took great care of me Love my two new mugs and will definitely be coming back from any printing needs,InstaCustoms
A1927,Best customer service  as well as quality Ming was super friendly and helpful  would definitely recommend this place,InstaCustoms
A1928,Very nice service  helpful and kind Will forsure recommend people to come here  very good store Also  thanks to Marie Anne for the help,InstaCustoms
A1929,"Woooooo Im Higley Impressed  what a Great Service  
Thanks Shaun",InstaCustoms
A1930,Service was good They made a mistake with the order but rectified it It took two days longer to receive due to the error but I dont mind as it was a small order altogether They forgot to give me back my USB after I had emailed them regarding it so four stars,InstaCustoms
A1931,"This place is amazing and every time I come over I get exactly what I want You guys are great
Ruth is very sweet and patient as well Five starts to them too",InstaCustoms
A1932,Wow super nice service Bring your ideas here  they become a really Thanks Kaitlin she went above and beyond to give me a super service I will come back for sure,InstaCustoms
A1933,Quick  efficient and high quality prints A little bit pricy though,InstaCustoms
A1934,Had a great experience at InstaCustoms The price was right and the quality of service made it quick and simple to get everything we needed Big thanks to Nick,InstaCustoms
A1935,The manager of this place is one rude and extremely uncooperative individual You would think a customized printing place would be willing to help you get you your order done just right but the owner/manager wasnt even willing to change the colour of a text before printing The staff is willing to help and is polite but the manager is a frustrated old man ready to snap at anyone who walks in Very disappointed in their service For the price they charge  their service is hopelessly bad If you are looking to have an unpleasant experience with your custom printing project then by all means go to Instacustoms,InstaCustoms
A1936,They do anything you want on a shirt that you can bring yourself Just amazing Great job,InstaCustoms
A1937,First time coming in to InstaCustoms  Great experience I walked in and was immediately greeted and assisted by  She explained the process and showed me where to find what I was looking for We went through the font choosing process together and that was it Definitely recommend InstaCustoms for any custom clothing/accessories you need,InstaCustoms
A1938,Yes  their service is fast  but the result might also show that the job was done fast The employee scratched some colour off the decal for my t shirt and just asked me whether it mattered if she cut the part where the scratch was off since they had to print a new one  she didnt ask if I wanted it bigger as I thought the first one could have been slightly bigger then  they cut the design very fast  some white is showing on the side of the decal  and it was not printed completely straight for that price  I may well buy my own transfers and DIY them instead next time also  make sure your design is the right size and colour because they dont recalibrate before printing Also  the staff could be friendlier and their music is so annoyingly loud  we almost cant hear each other,InstaCustoms
A1939,great customer service really professional  quick service great quality  so happy Thank you Nhu  she was so helpful and professional,InstaCustoms
A1940,Very good customer service Noemie is super friendly and understood right away what I was looking for I was in and out within 5 minutes and a great shirt Thank you very much,InstaCustoms
A1941,I totally recommend it They printed my t shirts with my difficult logos Ming was super helpful Thank you InstaCustoms,InstaCustoms
A1942,Marie Anne took great care of me and my sweater Thank you so much 10/10 would recommend,InstaCustoms
A1943,Many choices and thanks recommendation shaun Have a good day,InstaCustoms
A1944,Good service from Junaed,InstaCustoms
A1945,I had a great time working with Isabel on printing up the assortment of items She was helpful with suggesting the background and did a great job trimming the images before printing Cant wait to see what the family thinks of their gifts,InstaCustoms
A1946,First time experience The customer service was amazing Alanna was super helpful,InstaCustoms
A1947,I ordered a custom mug from here and Ming helped me pick the art and colours to go with my idea Im very happy with the experience and will be going back again,InstaCustoms
A1948,"Amazing place They also speak English which was very helpful for us Great service and very fast 
Sarah was the one who helped me and I couldnt be happier with her",InstaCustoms
A1949,Good place with nice clothes customers services well handled by shaun,InstaCustoms
A1950,Definitely recommend it  ask for Ming  he is very professional  super skilled  patient and does amazing job,InstaCustoms
A1951,Kaitlin got my t shirt printed in record time exactly how I wanted it InstaCustoms rocks And so does Kaitlin Definitely recommend A+++,InstaCustoms
A1952,Angie & her team were great They helped me get the perfect T shirt for Uncle Nanny I will do it again And again EVERYONE GETS A T SHIRT,InstaCustoms
A1953,If you go there ask for RACHEL  she s the most kind and fast on the team She knows whats she doing Dont forget  RACHEL  she ll do her best to give you the best service and the fastest as wel,InstaCustoms
A1954,Alanna was very helpful and the variety in shirt colors and sizes made it very great for group shirts to be made 5/5 the perfect printing place,InstaCustoms
A1955,Marieannes customer service is amazing Very polite and friendly Will definitely come back again,InstaCustoms
A1956,Aidan was super helpful A pleasure to be here; I will be back Merry Christmas Xxx,InstaCustoms
A1957,"Had a great experience Friendly service
Thank you sarah for your time",InstaCustoms
A1958,Realy good experience  friendly staff  I was served by Alanna and i had a fast and great service,InstaCustoms
A1959,I had an amazing experience Our local sorority came to instaCustoms to print over 20 shirts for our girls and they worked so quickly that they got the printing done in less than 5 hours Not only did they work efficiently but the design they drew up for us was phenomenal Everyone was so pleased I would definitely suggest going to InstaCustoms for shirt printing,InstaCustoms
A1960,I was in Montreal and needed some costume mugs printed at the very last minute The staff from InstaCustoms was so Awesome They help me choose the designs and colours and had everything done in under 2 hours All the mugs look even better than I had imagined As it turned out I needed some replacements the next day and once again InstaCustoms was there Printed and hand delivered in an hour Definitely HIGHLY RECOMMEND THIS COMPANY,InstaCustoms
A1961,Dear Angie  I really loved the design you made on my t shirt It was a perfect gift I am sure I am gonna buy more from here I will definitely recommend instacustom for custom t shirts,InstaCustoms
A1962,This place is amazing I came last minute for a gift for my friend I bought her an OVO hoodid Drakes company and I told Ming the employee I wanted to put one of Drakes famous lyrical quotes on the hoodie I came up with the idea to do the lyrics in the companys logo OVO in Gothic print and they were able to do so but in an even more amazing way than I couldve imagined Tje employees are super nice  super friendly  could not have asked for a better service Heres the pic of the hoodie to show yall,InstaCustoms
A1963,Ruth gave me an excellent service All the staff is great and welcoming,InstaCustoms
A1964,Super service Special thanx ro Ming thank you,InstaCustoms
A1965,Excellent service by Junaed,InstaCustoms
A1966,We had a wonderful experience at InstaCustoms Great quality clothing to add your favorite logo or company brand to Cedric took great care of us and made the process easy and fun to create a one of a kind company polo in under 30 minutes Highly recommended,InstaCustoms
A1967,"Angie did a very professional job  she was polite and helpful The store also had a large selection of colours and sizes  as well as mugs and baseball caps 
However  I really wish all of the staff especially the management would wear a MASK I felt very unsafe & uncomfortable as a customer It is unfortunate regarding this matter otherwise  it would have been 5 stars",InstaCustoms
A1968,Lexi and Kaitlin were super helpful We got our hoodies printed and they looked pretty cool,InstaCustoms
A1969,They know what theyre doing Employees are nice and you have a lot of choices for the clothes you want to print on They take care that the product is well done before giving it to the client Good job,InstaCustoms
A1970,Pastor gave an excellent service  best quality prints,InstaCustoms
A1971,I brought my own 7 tank tops to get them printed on The staff assisted me in every step of the process and helped me vectorize my logo They were able to print all 7 of my tank tops right away in front of me I am very satisfied with the result and look forward to wearing mine,InstaCustoms
A1972,Amazing service and loved what they did 5/5 recommend,InstaCustoms
A1973,Really helpful and great quality shirts Ask for Shaun,InstaCustoms
A1974,Very friendly service by Ming and quick Nice place to get a custom unique gift,InstaCustoms
A1975,Great service  Ming was very helpful and accommodating  will come back,InstaCustoms
A1976,The best in the business and with amazing customer service from beginning to end The staff is very knowledgeable and they will guide you through what you need to get done Amazing product and great company,InstaCustoms
A1977,I really love the work done by mr Ming thank you so much im in love with these prints,InstaCustoms
A1978,Wouldnt recommend My experience with the company was in general a huge waste of time The quality of the product is okay  however I believe that we have evolved into a society where the quality of the product is not everything and the experience of the client is also very crucial On the website the company claims to be   the only apparel print shop that is specialized and ready for all [our] last minute emergency orders However  the company were not able to provide me with my order as we were in holiday season and the due date of the order was too tight for them even if they claim to specialize in same day orders When trying to give them more time for the order the problem shifted to not enough profit This explains my rating and my poor experience with them,InstaCustoms
A1979,Great service Highly recommend this place Thanks to Ming for doing a great job,InstaCustoms
A1980,Such a great spot I was greeted immediately and the process was super simple The best part is that your prints get done right away No wait period  I was in and out with my shirts in under 15 minutes,InstaCustoms
A1981,Nhu was the person who attend us She was kind and willing to give us advices for the design of our shirts I love the variety of colors of the shirts that are available in the store,InstaCustoms
A1982,I had a great experience here They are really fast and have a good collection of t shirts you can choose from The staff tailors everything according to your needs Super happy with the guys here,InstaCustoms
A1983,Good service  the girl who works there  Nhu  made sure to custom a cup for me and ask me how I wanted it and was very patient and helpful,InstaCustoms
A1984,Excellent Service Super quick and friendly I didnt have data and they offered me their wifi to send them the picture I wanted printed,InstaCustoms
A1985,They did an awesome job and Ming took great care to do a precise print  much appreciated,InstaCustoms
A1986,I met with Shaun  he is doing a great job,InstaCustoms
A1987,Amazing work Made a mistake when ordering but they corrected it without fuss Thanks Sarah for your work,InstaCustoms
A1988,Fun store  great location Room for improvement would be to zimmer down on the snobbish ladies blasting music Too focused on looking hip and not on costumer service Had to wait like 10 mins before being assisted This lady made it seem like it was grueling work to print a design Moreover  earn your 5 star ratings Offering  5 discounts in exchange for a 5 star review is unethical Improve the quality of your service,InstaCustoms
A1989,Loved my shirts printed there I was assisted by a wonderful smiling cheerful lady called Marie Anne Would definitely come again,InstaCustoms
A1990,Really great service  helpful staff Got what I needed printed very quickly This place was recommended by my friend and Im glad I came,InstaCustoms
A1991,Service was awesome Very patient and professional service Shan was great Will definitely be back,InstaCustoms
A1992,We passed today to get matching hoodies with Ming and he was and really nice we ordered first and it was made quickly afterwards to perfection,InstaCustoms
A1993,Super fast turn around time  with great product and great service Was helped by Marie Anne who did a great job,InstaCustoms
A1994,great service from aidan very easy and simple definitely recommend you come to this place and get anything you desire,InstaCustoms
A1995,Great variety of colours and the staff were professional and quick  Really happy with the result  the same day option was perfect  and the playlist was so much fun while waiting,InstaCustoms
A1996,There are a lot of options of color and high quality Thanks Shaun,InstaCustoms
A1997,Great service Ming takes his time to understand what you want and he gives good suggestions too,InstaCustoms
A1998,Amazing customer service from Lisa She was patient; answered all my hundred questions and she listened to my needs Got two amazing sweaters will definitely come back,InstaCustoms
A1999,Marie anne gave us great service Our sons are super happy with their great shirts,InstaCustoms
A2000,"Nice and really good service 
Ming helped me with everything I asked for ;",InstaCustoms
A2001,I am extremely happy with their service and the quality of the service They are very nice and helpful and they really go the extra mile to help their clients Thank you so much for everything,InstaCustoms
A2002,Very friendly and professional Special thanks to Ming for helping me today,InstaCustoms
A2003,Shirts came out great  thanks Terence for your help,InstaCustoms
A2004,Super quick service  Sarah was really helpful with making sure I got exactly what I wanted for an instant personalized gift,InstaCustoms
A2005,Very good service here from Aiden and Ruth  customs came out very well done,InstaCustoms
A2006,excellent customer service Terence was very helpful and even helped wiith our design,InstaCustoms
A2007,Great service and quality prints Thanks Ming for processing my order If you are looking to print anything check them out,InstaCustoms
A2008,I love these guys they really love what they do And the lady that helped me with my print was awesome,InstaCustoms
A2009,i love this place i have plenty of their hoodie all custom with my fav anime and dany is very kind and good customer service,InstaCustoms
A2010,I like their work they did great service on my mugs this is perfect shop for the designing on mugs,InstaCustoms
A2011,Ming was the best  10 star review if I could Definitly recommend,InstaCustoms
A2012,Thank you for a unique piece of clothing and a friendly staff Angie was on top of her game Highly recommend this place that makes you skip the shipping wait,InstaCustoms
A2013,Awesome experience and the staff was so nice I called in the morning for an urgent order and within two hours everything was ready and done exactly the way I needed it I definitely recommend this place,InstaCustoms
A2014,These guys are AMAZING We have a multigenerational family business and our brand was getting old and tired They helped us tremendously with the concept and design  and delivered an excellent quality product t shirts  hoodies  tank tops  embroidered snap backs  stickers  coffee mugs we had a slight issue with some accents not printing on a few coffee cups  but the owner  Nick was quick to fix that for us and happy to oblige Weve already been back for more merch Simply amazing,InstaCustoms
A2015,This is an amazing store the employees are very nice Especially the owner Nick They all went above and beyond to help me complete my order thank you very much  I would highly recommend coming to this store the priceses are fair as well,InstaCustoms
A2016,Great Experience Pastor gives amazing service,InstaCustoms
A2017,Ming was helping me with a print on a hoodie Amazing customer service and the quality is superb,InstaCustoms
A2018,Love this place Angie took great care of my order  making sure its exactly how I wanted it Will definitely be back,InstaCustoms
A2019,Just here to underline how professional and patient Nhu was with my request She completed all my requests quickly and perfectly Will recommend,InstaCustoms
A2020,I am very satisfied with all kind of services And special thanks to Terence,InstaCustoms
A2021,The website was easy to use I uploaded my png graphic and the t Shirt arrived at my house quickly My image had multiple shades of blue and turquoise and they popped off the black T shirt beautifully,InstaCustoms
A2022,Great customer service Its my second time printing with them and certainly not my last They always try their best to make up to your expectations and offer the best customized service Highly recommended,InstaCustoms
A2023,Friendly service Shan took her time to help me out with fixing my image so it printed well on the t shirt,InstaCustoms
A2024,Best customs t shirt in town service is great and the price is unbeatable thank you Terence,InstaCustoms
A2025,Amazing service with Rachel We are so excited with our prints They did a awesome job  highly recommend,InstaCustoms
A2026,Excellent printing Terence provided very good and friendly customer service 100 recommended,InstaCustoms
A2027,Thank you Sarah for your great job I really liked her service,InstaCustoms
A2028,Its my second time ordering from Insta customs and I love my experience I was helped by sham  shes knowledgeable and gives you advice about your printing,InstaCustoms
A2029,Very friendly staffs I was attended by Noemi Good number of options to choose from and they help you out with any of your questions Happy with the final product Very quick service,InstaCustoms
A2030,Website says embroidery available  but its not Full of fake 5 star reviews to get a discount I was barely greeted when entering the shop and just sent off not really caring about what I needed or wanted,InstaCustoms
A2031,Great place to get insta prints A combination of great customer service  time saving and reasonable prices Specifically for  Mingfor providing his wonderful services,InstaCustoms
A2032,Fast  easy and great advice to get the job done just right  thanks Marie Anne,InstaCustoms
A2033,Nhu gave wonderful service She is so kind and friendly I would definitely recommend this place to everyone,InstaCustoms
A2034,I got a t shirt from instaCustoms  the quality was amazing and Marianne really helped me customize it She was very nice and helpful,InstaCustoms
A2035,Very good service  fast and reliable Make sure to ask for Minh he is excellent,InstaCustoms
A2036,Neomi knew my office reference Shes also got super cool shoes Therefore everyone should come here and socialize with Neomi 5 stars customer service was exquisite,InstaCustoms
A2037,Amazing stuff and great quality,InstaCustoms
A2038,Ming was very helpful and patient while helping me choose which font and giving me suggestions for a gift,InstaCustoms
A2039,Great service  really good price  Thanks to Ming,InstaCustoms
A2040,One of the only place in Montreal you can have custom t shirt with fast service Staff Nhu was very helpful  thanks for all,InstaCustoms
A2041,Ming was a great service for my new shirts 100 recommend,InstaCustoms
A2042,Just got a custom tote bag printing The guy was very nice and helped me out,InstaCustoms
A2043,Amazing place to come if you need professional merch or an original gift Noemie and her team of ladies are a welcoming  savy and polite bunch of graphic designers Very satisfied with product  Quick completion time Check them out,InstaCustoms
A2044,Shopping experience was great  Pastor is a great Thanks for the fun and the quality,InstaCustoms
A2045,Pastor and Ming are very friendly and knowledgeable Thank you,InstaCustoms
A2046,Ruth gave me an excellent service  She listened to my ideas,InstaCustoms
A2047,Great service  super friendly and quick Marie Anne helped me very well,InstaCustoms
A2048,fast service  great staff & quality products seriously recommend Ruth was truly fantastic and she was nice enough to charge my phone,InstaCustoms
A2049,Fast & very good customer services from Pastor,InstaCustoms
A2050,I had an amazing first experience Nhu guided me and made my first creation effortless Definitely coming back for new projects,InstaCustoms
A2051,Got to store late but their service particularly ming was great,InstaCustoms
A2052,Great service by Rachel and the magical Ming Thank you so much for the patience and love,InstaCustoms
A2053,Really good service and perfect printing Marie Anne took the time out to actually listen to concerns and give suggestions,InstaCustoms
A2054,Instacustoms is hands down the best spot to go if youre looking for quality customs Nick  the owner  cares about what youre looking for and really pays attention to detail The shop is clean  the staff is so sweet Other places  Ive always felt judged or disregarded because Im not a business  Im just looking for 1 or 2 pieces At Instacustoms  it doesnt matter if you want 1 thing or 500 things  theyll make sure its done right  with care Thanks so much  guys,InstaCustoms
A2055,Great  fast service from Alanna Definitely recommend this place,InstaCustoms
A2056,Aidan & Alanna were amazing Great service like always,InstaCustoms
A2057,Dealt with InstaCustoms in the past for promo shirts which turned out amazing Then had to come in yesterday for a totally different project which involved high quality printing that will be stuck on different items  and their team took the time to guide me through the whole process that turned out GREAT Thank you guys & look forward to work with you in the future,InstaCustoms
A2058,Great customer care Ming was so welcoming Im definitely coming again,InstaCustoms
A2059,Excellent workmanship by Pastor I recommend him for exceptional printing,InstaCustoms
A2060,They are quick Make sure you look for Ming He will set you up as quick as possible,InstaCustoms
A2061,Awesome place  good price you can still do better with very good discount for bulk purchases  great service  excellent staff with awesome customer service Overall it is a wonderful customer experience,InstaCustoms
A2062,Great place  quick service and very considerate staff Nhu was helpful and patient in designing our printing I recommend,InstaCustoms
A2063,Very good service Ask for Ming when you come Hes the best,InstaCustoms
A2064,Amazing place you can custom anything Thank you Ming for a great assistance and service,InstaCustoms
A2065,Excellent service from Shaun Thanks,InstaCustoms
A2066,Fast easy and great service  thank you Sarah highly recommend,InstaCustoms
A2067,The place to get your face on a t shirt,InstaCustoms
A2068,Amazing service I was helped by Aidan and everything went great,InstaCustoms
A2069,Really good experience  thanks Marie Anne for her excellent service,InstaCustoms
A2070,Amazing experience Marie Anne was very helpful and charismatic Such a professional employee,InstaCustoms
A2071,Quick and easy great customer service Shout out to Pastor Job well done,InstaCustoms
A2072,Ming is amazing Great result for my new favorite mug,InstaCustoms
A2073,Great store  very fast and efficient Thanks Ming for the great service,InstaCustoms
A2074,Thank you to Ming for the great assistance with my design and the print turned out perfect They rock,InstaCustoms
A2075,Excellent place pour t shirt printer with the image you wish Ming,InstaCustoms
A2076,Service was great Thank you Terence,InstaCustoms
A2077,super quick service didnt expect to get it done so quickly on the spot quality is amazing too i printed on swimsuits  jerseys and ribbed material Def coming back,InstaCustoms
A2078,I visited Instacustom a few months ago in order to create samples for a company I am trying to start My first experience with the company was good in general and the product they provided us was interesting As we were satisfied with the sample we adapted our designs and returned to make new samples of the final product  which was also nice  but quite expensive to be honest as I am a student When ordering the official product in larger quantity my experience got a lot less pleasant After putting over 500  in their product for tests  the designs were now considered complex  the prints were now considered oversized and too time consuming for them In other words  I wasted a lot of time and capital Also  I was kind of surprised as they claim to be able to  put whatever you want onto whatever your heart desires We accept all types of orders so dont be shy There is no order that is too big or too small  Therefore  I was disappointed with my experience with them,InstaCustoms
A2079,Matina was very sociable and friendly  Great place to come to if your looking to design you own shirts would recommend to anyone Love my shirts from here,InstaCustoms
A2080,AMAZING I got some tank tops done for a bridal party and Im already thinking about what I can do next ugly xmas sweaters  dirty 30 birthday bash  baby shower gifts possibilities are endless They were super quick and the fact that they are located literally next to the metro Peel couldnt be more convenient for me I strongly recommend,InstaCustoms
A2081,Instant qualitative service with friendly staff Specially thanks to saraha for making my mug so attractive and lovely,InstaCustoms
A2082,Just ordered 22 t shirts from them  amazing print quality and super fast and efficient So happy with the result,InstaCustoms
A2083,Sarah was amazing Super helpful with getting my shirts printed and helping me figure out the layout,InstaCustoms
A2084,They are the best in the town And i wanna say thank you to Alanna for helping me,InstaCustoms
A2085,The service si great Thank Terence,InstaCustoms
A2086,I had a great experience theyre very nice theyll do anything you want there you go Bye bye pasteur,InstaCustoms
A2087,Thanks for the Nice print Really good quality by Ming,InstaCustoms
A2088,Amazing place  ming,InstaCustoms
A2089,Perfect service Junaid,InstaCustoms
A2090,Amazing service Ming saved our last minute outfit plans,InstaCustoms
A2091,My sister ordered me a shirt online but it was a size too small  we told them  and they offered to deliver another shirt in my size for free great customer service,InstaCustoms
A2092,The place its perfect to design your T shirt also great client service of Ming,InstaCustoms
A2093,Aidan is very friendly and helped me with the printing Its my third time doing printings here 5/5,InstaCustoms
A2094,Service was on point Efficace  rapide  et QUALITY Thank you Noemie for taking a risk on my materials and bringing my vision to life Best place in town,InstaCustoms
A2095,This team is really amazing Theyve been polite and professional the whole time Plus theservice was fast thank you,InstaCustoms
